6.213359738904804530e-01,-7.200855607188968444e-01,2.655115856921195228e-01,1.085485257149694377e-01,4.291430934033235896e-03,-1.746002105929412851e-01,4.330261899535979842e-01,1.203037373812211985e+00,-9.650656705167632854e-01,1.028274077982703982e+00
2.286301301246596862e-01,4.451376128303478619e-01,-1.136602211831044151e+00,1.351368784486355057e-01,1.484537001836582215e+00,-1.079804885785276003e+00,-1.977728280657907067e+00,-1.743372295898907298e+00,2.660701640005510016e-01,2.384967330711096789e+00
1.123691253409423441e+00,1.672622213307827677e+00,9.914921583524362314e-02,1.397996377093575271e+00,-2.712479879657808124e-01,6.132041848596391231e-01,-2.673171886735686287e-01,-5.493090141054789433e-01,1.327082957599511892e-01,-4.761420149273370983e-01
1.308473080863477689e+00,1.950132792330928067e-01,4.002099882523482144e-01,-3.376323370855309758e-01,1.256472263755155527e+00,-7.319695020012079167e-01,6.602315512263131625e-01,-3.508718914398712974e-01,-9.394333597625511567e-01,-4.893372168846515935e-01
-8.045911422699545401e-01,-2.126976387105117550e-01,-3.391402460634346805e-01,3.121699363132220961e-01,5.651526696566273600e-01,-1.474202577270198600e-01,-2.590533681618616829e-02,2.890942038039349682e-01,-5.398790713327011881e-01,7.081600199266034901e-01
8.422247383826556577e-01,2.035807973274786631e-01,2.394703664884535232e+00,9.174589375104292843e-01,-1.122724711941600340e-01,-3.621804471422400695e-01,-2.321822559440909206e-01,-5.017288995948672170e-01,1.128785153109877371e+00,-6.978100304717146374e-01
-8.112218381694613623e-02,-5.292960809994882165e-01,1.046182856808264283e+00,-1.418556029223394743e+00,-3.624991831556407806e-01,-1.219056911618884992e-01,3.193564210912239743e-01,4.609029016717183236e-01,-2.157898923305218708e-01,9.890724574994390617e-01
3.147537788117336088e-01,2.467651056434602808e+00,-1.508321487163215791e+00,6.206006630086132736e-01,-1.045132537514437576e+00,-7.980088176722441862e-01,1.985084591425731126e+00,1.744814148339301152e+00,-1.856185480611147964e+00,-2.227736991029996561e-01
-6.584784771120116842e-02,-2.131712108481603973e+00,-4.883051133875306732e-02,3.933412170817397469e-01,2.172651451180395987e-01,-1.994393769741057421e+00,1.107708234782649681e+00,2.445439766479897137e-01,-6.191202949240428438e-02,-7.538929607476992922e-01
7.119590165198396159e-01,9.182691514794154575e-01,-4.820931388354789959e-01,8.958761258951612738e-02,8.269986226622650927e-01,-1.954512120001505204e+00,1.174756610266381868e-01,-1.907456888124400285e+00,-9.229092648489459760e-01,4.697514340830429291e-01
